DocI	tf
70	1
79	2
85	1
95	1
106	1
113	2
119	1
120	1
124	1
127	1
128	1
129	1
10	1
26	1
96	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	1
130	1
16	2
49	2
25	1
49	1
50	1
60	1
50	1
4	2
83	1
96	8
2	1
20	1
27	1
30	2
57	1
60	2
115	1
119	1
121	1
124	1
6	1
40	1
44	1
53	1
61	1
50	1
80	1
111	1
114	1
120	1
13	1
53	1
97	1
69	2
120	1
44	1
76	1
5	5
6	2
7	1
12	2
17	2
18	3
24	1
25	1
26	1
28	1
31	1
38	2
39	1
40	1
44	2
45	2
47	1
48	2
49	1
50	3
53	1
54	1
55	1
58	1
60	4
61	2
63	1
68	1
71	1
72	2
74	3
75	1
77	1
79	1
80	1
81	1
82	2
83	1
85	3
92	1
93	1
94	1
96	1
99	2
105	1
107	1
110	3
111	2
113	1
114	1
116	1
117	1
120	1
121	1
124	1
127	4
81	1
48	2
6	2
17	2
19	1
26	2
28	1
36	1
37	1
46	1
48	1
49	2
50	1
55	1
56	1
58	4
60	1
61	1
66	1
71	3
74	2
76	1
78	1
80	6
81	1
86	1
87	2
97	1
101	1
102	2
107	1
111	1
113	1
118	5
119	5
120	10
124	10
127	1
80	1
9	1
76	1
36	1
56	2
12	3
17	1
22	1
34	1
42	1
52	1
61	1
72	1
73	1
75	1
80	4
84	1
85	1
87	1
92	1
119	1
130	1
31	1
130	1
7	1
33	1
34	1
113	1
68	1
114	3
60	1
67	1
2	1
6	1
17	2
36	1
46	1
128	1
74	1
115	2
116	1
120	1
93	2
44	1
103	1
6	2
107	1
2	1
6	2
11	1
13	1
14	1
16	1
24	2
28	2
33	5
35	1
36	1
38	1
49	2
52	1
57	1
60	1
61	1
64	1
73	1
77	1
85	2
86	1
89	1
96	1
98	2
103	2
105	2
112	1
113	3
117	2
118	1
120	3
124	1
38	1
52	2
90	1
107	1
127	1
129	1
38	2
66	1
4	1
5	1
9	2
12	1
17	3
18	1
19	1
20	1
21	1
24	1
25	1
27	2
28	1
34	6
36	2
38	1
40	2
42	2
44	2
48	1
49	1
50	1
53	2
58	2
60	2
61	3
65	1
66	1
69	1
71	1
80	1
85	1
89	1
90	2
95	1
98	1
106	1
107	1
109	1
117	3
119	2
120	3
129	1
30	1
8	1
74	1
110	1
127	1
53	2
89	1
7	1
110	1
128	1
94	6
56	3
88	1
127	2
2	1
4	1
37	1
49	1
52	1
60	1
83	1
95	1
97	1
114	1
116	1
18	1
127	1
34	1
36	1
49	1
60	1
63	1
84	1
104	1
110	5
118	1
120	1
2	2
5	3
6	1
10	1
13	2
17	2
20	1
26	1
27	1
37	1
42	3
45	1
46	1
49	3
52	1
53	1
54	1
60	1
63	1
64	2
68	1
73	1
76	1
78	1
86	1
88	1
97	1
108	1
109	2
113	5
114	1
119	2
121	1
122	1
124	1
129	2
27	2
56	2
112	1
52	1
86	1
101	1
33	2
128	1
4	2
5	1
53	1
12	2
117	2
127	1
18	1
60	1
3	1
6	2
21	1
23	1
31	1
32	1
35	1
45	3
46	2
49	1
50	1
62	1
74	1
75	2
80	1
84	3
94	5
96	1
97	3
98	1
99	1
101	1
104	1
108	1
112	6
114	1
115	1
119	2
120	4
121	2
124	1
129	3
33	1
17	1
13	1
65	2
66	1
94	1
6	1
19	1
30	1
71	1
79	1
87	1
97	1
98	1
105	1
110	1
122	1
18	1
80	1
94	1
9	1
6	1
77	1
111	1
54	1
60	5
97	2
60	1
60	3
70	1
81	3
66	1
119	1
120	1
129	1
113	1
116	1
13	1
56	2
112	1
58	1
127	1
3	1
57	1
95	1
52	1
37	1
14	1
34	1
47	1
86	1
61	3
46	1
47	1
113	1
30	1
58	2
38	1
52	1
10	1
21	1
33	1
54	1
74	1
106	1
108	1
42	1
42	1
90	1
38	3
25	1
40	1
68	1
69	1
82	1
6	1
14	1
18	2
19	3
21	1
24	1
25	2
30	1
31	1
46	1
48	2
50	1
53	2
54	1
55	1
56	3
57	1
58	2
60	10
61	2
62	1
67	1
71	1
72	1
74	2
77	2
78	1
80	2
82	1
86	2
87	1
88	1
89	2
90	2
92	1
95	2
98	2
99	1
103	1
104	3
105	1
106	1
108	2
109	1
110	2
113	3
114	1
120	2
124	1
127	2
130	1
36	1
129	4
75	4
4	1
25	1
58	1
119	1
114	1
4	1
20	1
28	1
30	1
47	1
63	1
81	1
97	1
45	1
62	1
70	1
60	1
13	1
94	1
47	1
122	1
124	1
83	1
33	1
34	1
39	1
69	1
2	1
3	1
5	1
13	1
20	1
21	1
36	1
38	1
44	1
57	1
60	1
72	1
73	3
83	1
95	1
113	3
121	1
122	2
128	1
60	1
103	1
80	1
119	1
120	1
4	1
5	1
11	1
19	1
21	1
26	1
33	1
47	1
53	2
57	2
58	2
60	2
63	1
71	1
79	1
89	1
98	1
103	1
105	1
124	1
2	1
4	2
5	2
6	4
8	2
10	2
11	1
13	1
14	1
17	2
18	3
19	3
20	2
21	4
22	1
24	3
25	1
26	1
27	2
28	2
30	1
31	2
32	2
34	1
35	2
37	2
38	2
39	3
42	2
44	3
45	1
46	1
47	3
48	1
49	1
50	3
52	1
55	1
56	1
57	3
58	3
60	6
61	2
62	3
63	3
64	3
65	1
66	2
68	6
70	1
71	2
72	3
74	2
76	2
77	1
78	3
79	1
80	2
81	1
82	1
83	2
84	4
85	2
86	2
87	4
88	2
89	1
90	1
92	2
94	2
95	1
96	1
97	1
98	4
103	1
104	2
105	4
107	4
108	1
109	1
110	2
111	1
112	1
113	5
115	1
117	1
118	1
119	4
120	1
121	1
124	3
127	1
129	3
130	2
22	1
113	2
68	1
69	1
95	1
112	1
49	1
95	1
26	1
42	1
113	1
115	1
69	1
105	1
97	1
124	1
82	1
105	1
70	1
63	1
64	2
70	1
4	3
5	1
6	2
10	1
13	7
14	4
16	3
21	1
26	1
30	1
31	6
34	2
36	1
37	1
42	1
49	3
52	1
54	2
55	1
56	1
58	2
61	2
63	2
65	1
68	3
69	1
70	1
74	1
75	1
80	2
81	1
84	8
86	1
89	1
95	1
96	1
101	1
103	1
104	1
107	3
108	1
113	2
114	1
116	3
117	6
120	1
122	1
104	1
6	2
8	1
28	1
50	1
63	2
70	2
75	1
79	1
80	1
103	1
110	1
111	1
124	1
78	1
130	1
114	1
3	1
5	1
13	1
16	1
19	1
24	1
26	1
27	1
28	1
31	1
32	1
34	1
40	2
48	1
49	1
52	1
57	1
58	3
60	6
62	1
65	1
68	1
70	2
72	1
77	1
80	5
81	1
87	1
88	1
95	1
96	2
99	1
102	1
106	1
107	1
112	1
113	1
114	1
115	1
118	1
121	1
126	1
130	1
14	1
88	1
19	2
6	1
16	1
45	1
80	1
60	1
68	1
95	1
120	1
42	2
89	1
74	1
6	1
20	1
21	1
26	1
27	1
40	1
42	1
43	1
44	1
47	1
48	1
49	1
50	1
57	1
58	1
70	1
73	1
74	1
80	1
81	1
83	1
84	1
87	1
88	1
89	1
90	1
115	1
119	1
74	1
38	1
52	1
85	1
68	3
89	1
35	6
40	7
49	1
21	1
26	1
113	1
115	1
34	3
87	1
34	1
56	1
116	1
117	3
77	1
4	1
36	1
2	4
5	3
11	3
12	5
13	3
14	3
17	3
19	3
24	3
25	3
32	2
36	1
40	2
45	3
46	3
53	3
58	1
60	6
64	3
66	3
68	3
69	3
71	3
72	3
77	3
79	3
92	3
96	3
98	3
102	4
103	3
104	3
105	3
107	3
110	3
111	1
113	9
114	3
117	3
120	3
121	3
122	3
128	3
19	1
40	1
69	1
119	1
128	1
30	1
5	1
19	1
26	2
30	1
39	1
60	1
61	1
83	1
128	1
129	1
65	2
81	1
4	1
10	1
10	1
36	1
67	1
68	1
70	1
75	3
95	6
98	6
101	1
105	1
80	1
31	1
55	1
98	1
113	1
118	1
120	1
124	1
109	1
6	3
47	1
121	1
31	1
17	1
75	1
72	1
30	1
112	1
69	1
28	1
36	1
42	1
56	1
95	1
25	1
28	2
38	1
53	1
63	1
117	1
18	1
127	1
43	1
78	1
40	1
111	1
127	1
129	1
120	1
60	1
116	1
25	1
44	1
49	2
60	2
66	1
83	1
85	1
114	2
120	1
77	1
79	1
63	1
66	1
97	1
107	1
126	1
49	3
94	1
124	1
6	1
31	1
58	1
69	1
120	1
127	1
31	1
4	2
12	1
13	2
18	1
21	1
24	1
31	1
49	1
53	1
58	1
60	2
61	2
62	1
68	1
70	1
72	1
80	1
81	1
87	1
93	1
98	1
104	1
113	4
120	1
121	1
129	1
6	1
27	1
31	1
38	1
45	1
50	1
52	1
74	2
83	1
96	1
113	1
18	1
71	1
30	1
120	1
49	1
83	1
40	6
60	1
6	5
11	1
12	1
20	1
26	2
27	3
28	1
32	1
36	5
40	2
42	2
44	1
45	1
46	1
48	1
50	6
52	3
55	1
56	1
57	1
58	2
60	1
61	3
62	5
67	1
69	1
70	2
72	1
78	1
79	1
82	1
83	1
84	2
85	1
86	1
89	3
94	1
95	2
96	1
104	1
107	1
112	8
114	2
115	1
117	1
118	1
119	2
120	1
124	1
127	2
65	1
74	1
73	1
7	1
10	1
16	1
21	1
22	1
40	1
57	1
61	1
63	1
70	1
72	1
76	1
95	1
98	1
112	1
113	2
117	1
124	1
129	1
12	1
109	1
16	1
38	1
54	1
60	1
58	1
73	1
120	1
63	1
86	1
129	1
130	1
20	1
38	1
105	1
107	2
89	1
30	1
58	1
80	1
46	1
49	1
71	1
52	1
72	1
58	1
17	1
38	1
58	1
78	1
3	2
16	1
36	1
38	2
40	1
42	1
44	1
57	1
60	2
65	1
70	1
71	2
80	1
90	1
95	1
97	1
113	1
70	1
49	5
10	2
21	1
86	1
104	1
30	1
120	1
48	1
30	1
111	1
126	1
47	1
60	2
99	1
115	1
25	4
14	1
21	1
63	1
87	1
93	2
127	1
129	2
14	1
27	1
50	1
97	2
103	1
77	2
106	1
115	1
127	1
130	1
6	1
9	1
10	1
12	1
14	11
21	1
24	1
33	1
36	1
42	2
49	1
65	1
66	1
71	1
74	1
80	1
84	1
85	1
89	1
104	1
109	1
121	1
83	1
16	1
97	1
124	1
53	1
16	1
49	1
55	1
114	1
31	2
36	1
44	1
46	1
56	1
60	4
62	1
70	1
87	1
95	1
113	1
88	1
20	1
85	1
60	1
84	1
28	1
113	1
93	1
6	1
16	1
38	1
55	1
124	1
130	1
74	1
106	1
18	1
60	1
61	1
113	1
113	1
42	1
95	1
11	1
74	1
88	1
113	1
120	1
129	1
50	1
58	1
80	1
112	1
119	1
129	1
24	1
66	1
80	1
77	8
78	7
93	4
113	1
110	2
118	1
117	1
84	1
109	1
84	1
6	4
20	4
21	4
26	4
27	4
40	4
42	4
43	4
44	4
47	4
48	4
49	4
50	4
55	2
57	4
58	4
70	4
73	4
74	4
80	4
81	4
83	4
84	4
87	4
88	4
89	4
90	4
115	4
119	4
44	1
94	1
80	1
4	1
39	1
42	1
44	2
58	2
87	1
88	1
110	2
124	1
69	2
74	1
75	1
4	3
5	2
92	3
101	1
55	1
24	1
27	1
20	1
58	1
77	1
122	1
64	1
103	1
60	1
68	3
84	1
88	1
120	1
58	1
74	1
127	1
5	1
11	1
17	1
18	2
19	1
20	1
21	1
31	1
34	1
45	1
50	2
56	1
57	1
60	2
61	1
65	1
69	1
75	1
79	1
84	1
92	1
95	1
96	1
103	1
107	2
113	1
115	1
122	1
124	1
128	1
50	2
43	1
89	1
34	1
56	1
85	1
102	1
113	1
77	1
82	1
42	1
60	1
18	1
37	1
30	1
33	2
49	1
69	1
74	1
95	3
105	1
17	1
21	1
55	1
61	6
62	1
107	1
108	1
114	1
120	1
53	1
11	1
14	1
20	1
21	2
22	1
26	1
28	1
36	1
44	1
54	1
60	3
61	1
63	2
85	1
86	1
88	1
96	1
97	1
98	1
113	1
127	1
130	1
2	2
2	1
30	1
58	3
87	1
89	1
95	1
44	4
82	2
101	1
105	2
37	1
92	1
127	1
57	1
80	1
85	1
4	1
12	1
24	1
27	1
36	1
53	1
60	1
72	2
75	1
103	1
105	1
127	1
3	2
12	1
20	1
23	1
38	3
40	2
48	1
49	2
52	4
53	2
54	1
84	3
85	1
90	1
93	2
102	1
109	1
119	1
124	2
30	3
34	1
64	1
13	3
94	3
65	1
18	1
67	1
23	1
111	1
129	1
109	1
92	1
103	1
2	1
4	1
31	1
38	1
49	2
77	1
80	1
81	1
84	1
92	1
96	1
99	1
108	1
113	1
60	1
13	1
71	1
112	1
49	1
11	1
24	1
31	2
78	2
108	1
119	1
74	1
43	1
19	1
48	2
30	1
65	3
70	1
71	1
84	1
130	2
73	1
107	1
53	2
48	1
2	1
6	1
60	3
107	3
113	1
2	1
18	1
37	1
38	1
50	1
68	1
70	1
74	1
81	1
95	2
98	1
113	1
95	1
104	1
80	1
77	1
78	1
116	1
26	1
89	1
27	1
81	1
93	1
105	1
65	2
66	3
73	1
84	1
109	1
94	2
36	1
99	1
127	1
127	1
18	1
36	1
38	2
53	1
57	1
60	1
69	1
70	1
74	1
86	1
90	1
99	2
110	1
116	2
122	1
114	1
3	1
52	1
97	1
83	1
96	8
27	1
61	1
58	1
5	1
49	2
50	1
61	1
80	1
99	1
102	1
124	1
130	1
119	1
120	2
28	1
16	1
97	1
37	1
69	1
80	1
85	1
97	9
112	1
47	1
50	1
89	1
2	1
14	1
28	2
40	1
53	1
66	1
80	1
81	1
97	1
127	1
39	1
73	1
83	1
90	1
4	1
30	1
37	1
52	1
57	1
74	1
82	1
130	1
5	1
110	2
32	3
34	1
98	2
116	3
117	2
23	1
120	2
118	1
119	4
120	7
124	4
25	1
16	1
30	2
54	1
56	1
70	1
74	1
78	1
80	2
96	1
112	1
127	1
86	1
30	5
40	1
2	8
4	3
5	4
6	3
7	2
11	2
13	3
14	3
16	3
17	3
18	6
19	4
20	1
25	1
26	3
27	2
33	1
38	7
40	1
43	2
45	1
46	2
47	3
48	1
49	1
50	6
52	1
53	1
58	4
60	17
62	1
64	3
65	2
66	3
68	1
69	1
70	1
71	1
74	3
76	1
77	1
78	1
79	3
80	7
81	2
84	2
85	1
87	2
89	1
92	2
94	2
95	2
96	1
98	2
101	1
102	2
103	1
107	5
110	1
111	2
113	5
114	5
116	3
119	5
120	10
121	2
122	1
124	4
126	1
127	1
129	2
80	1
30	2
6	1
20	1
21	1
26	1
27	1
31	2
40	1
42	1
43	1
44	5
47	1
48	1
49	1
50	1
57	1
58	1
70	1
73	1
74	1
80	1
81	1
83	1
84	1
87	1
88	1
89	1
90	1
115	1
119	1
6	1
20	1
21	1
26	1
27	1
40	1
42	1
43	1
44	1
47	1
48	1
49	1
50	1
57	1
58	1
70	1
73	1
74	1
80	1
81	1
83	1
84	1
87	1
88	1
89	1
90	1
115	1
119	1
6	1
27	1
72	1
90	4
36	1
36	1
90	1
87	1
63	2
64	1
70	1
126	1
57	1
57	8
117	1
90	1
98	1
92	1
8	2
10	2
16	1
17	2
19	2
20	1
21	1
22	1
24	1
25	1
26	2
27	1
28	2
30	2
31	1
32	1
33	1
34	3
36	1
38	5
46	2
49	1
50	1
52	1
53	2
57	1
60	9
61	1
62	2
63	2
64	4
66	1
68	1
69	2
70	2
72	1
73	2
74	4
78	2
79	1
80	3
84	3
85	2
86	1
90	1
95	2
96	1
97	2
98	2
99	1
103	1
104	4
109	1
110	2
113	1
114	1
115	1
116	1
120	3
122	1
124	1
127	3
130	1
3	1
34	1
43	1
44	3
48	2
56	1
94	1
99	1
110	2
122	1
60	1
7	1
19	2
42	1
60	3
11	1
56	1
69	1
10	1
110	1
57	1
117	1
4	1
38	1
49	1
116	1
118	1
10	1
64	1
53	1
57	1
70	1
73	1
78	1
88	1
12	1
18	1
19	1
30	2
37	1
49	1
52	1
56	3
69	1
74	1
83	1
89	2
90	1
117	1
119	1
124	1
126	1
106	1
126	2
2	1
3	1
4	11
5	1
6	4
7	1
8	2
9	5
10	4
11	2
12	1
13	1
14	1
16	1
17	1
18	2
19	3
20	4
21	2
22	5
23	3
24	1
25	1
26	4
27	3
28	1
30	6
31	14
32	2
33	3
34	2
35	3
36	8
37	2
38	6
39	5
40	2
42	3
43	1
44	2
45	1
46	1
47	2
48	1
49	3
50	4
52	5
53	2
54	1
55	2
56	3
57	1
58	2
60	1
61	8
62	5
63	6
64	2
65	9
66	1
67	4
68	1
69	3
70	5
71	1
72	2
73	5
74	5
75	5
76	4
77	1
78	2
79	1
80	1
81	1
82	2
83	2
84	2
85	8
86	2
87	3
88	3
89	2
90	2
92	1
93	7
94	5
95	4
96	1
97	13
98	1
99	2
101	2
102	2
103	1
104	2
105	1
106	2
107	2
108	4
109	1
110	1
111	3
112	9
113	10
114	1
115	3
116	6
117	6
118	4
119	5
120	1
121	2
122	1
124	1
126	1
127	14
128	1
129	3
130	6
7	1
75	1
47	19
4	1
116	1
30	1
16	1
2	1
5	1
11	1
12	1
13	1
14	1
17	1
19	1
24	1
25	1
32	1
45	1
46	1
53	1
60	1
64	1
66	1
68	1
69	1
71	1
72	1
77	1
79	1
92	1
96	1
98	1
102	1
103	1
104	1
105	1
107	1
110	1
114	1
120	1
121	1
122	1
128	1
2	1
4	2
6	3
12	2
13	3
14	2
16	2
17	1
18	1
20	3
21	1
23	1
24	3
27	1
33	1
36	1
38	5
39	1
40	1
44	1
45	1
47	2
48	1
49	1
50	2
52	2
58	3
60	6
61	1
63	2
64	2
66	2
68	1
71	2
72	1
73	1
74	1
75	1
77	1
78	1
79	1
80	2
81	2
83	2
84	2
87	1
90	1
92	1
96	2
97	1
98	1
102	1
103	2
104	2
105	2
107	1
109	1
110	1
114	4
116	3
119	1
121	1
122	1
124	4
126	1
127	1
68	1
47	1
23	1
45	1
21	1
114	1
17	1
16	1
38	2
2	1
60	1
97	1
4	1
5	2
9	1
11	1
12	1
19	1
47	1
53	2
65	2
66	1
68	1
93	1
99	1
107	1
114	1
120	1
22	1
52	6
106	5
107	1
113	5
10	2
127	1
128	1
37	1
20	1
18	1
20	1
32	1
33	1
37	1
44	3
47	3
54	2
56	6
57	2
69	1
70	2
84	1
97	2
107	1
112	2
126	2
84	1
112	1
4	1
10	1
16	4
19	1
20	1
27	1
31	3
36	1
49	1
56	2
60	2
62	1
63	1
70	1
81	3
82	1
83	3
96	2
99	1
101	1
105	1
107	1
108	1
113	1
115	1
124	1
127	1
20	1
20	1
88	1
113	1
114	1
67	1
68	1
40	1
50	1
60	1
2	1
4	1
5	1
6	3
10	1
12	1
18	1
21	2
24	1
26	2
30	1
31	2
34	1
36	3
39	3
40	5
42	2
44	1
46	1
48	5
50	5
53	1
55	2
57	2
58	1
60	3
61	7
62	3
65	2
67	1
68	1
69	1
70	1
75	1
79	2
80	1
81	2
85	2
90	1
95	1
97	5
101	1
103	6
104	3
106	1
107	1
113	2
115	1
120	1
121	1
130	3
28	1
31	1
39	1
57	1
62	1
79	1
4	5
5	2
6	1
27	1
75	2
81	4
88	1
96	1
30	1
74	1
81	3
124	1
50	3
63	1
64	2
86	1
94	4
23	5
24	2
130	8
49	1
119	1
127	1
2	3
4	1
6	3
9	1
14	2
22	1
23	1
24	1
25	1
27	1
28	3
30	1
32	1
34	1
49	1
52	1
69	2
70	1
73	1
74	2
81	1
95	1
113	2
115	2
120	1
130	1
44	1
66	2
84	1
78	1
58	1
113	1
35	1
38	1
40	2
50	1
53	1
78	1
126	1
53	1
18	1
107	1
120	1
130	1
30	1
55	1
58	2
80	1
103	1
113	1
81	1
5	1
10	1
14	3
22	1
26	1
27	1
37	1
46	1
49	1
50	1
54	1
56	1
57	1
75	2
78	1
89	1
93	1
98	1
104	1
111	1
114	1
115	1
68	1
80	3
39	1
28	1
33	1
34	1
2	1
4	1
5	1
10	1
11	1
24	1
30	1
38	1
53	2
64	1
65	1
69	1
71	1
80	1
103	1
107	1
119	2
122	1
124	2
11	1
34	1
57	1
73	1
82	1
88	1
108	1
124	1
26	1
40	1
18	1
4	1
18	1
17	1
13	1
16	1
18	1
23	1
24	1
35	1
38	1
50	1
52	1
62	1
70	1
72	1
74	1
75	1
79	1
84	1
89	1
95	1
96	1
101	1
107	1
117	1
120	1
121	1
122	1
126	1
127	1
4	1
79	1
8	1
11	1
45	1
54	1
61	1
62	1
38	1
65	2
50	1
103	1
89	1
26	1
80	2
89	3
114	1
129	1
6	1
62	3
96	1
10	1
14	1
19	1
30	1
38	1
64	2
111	1
114	3
121	1
129	1
89	1
102	1
36	1
82	2
82	1
4	1
101	1
124	1
63	2
64	4
70	4
121	1
63	1
64	1
13	1
36	1
61	1
43	1
2	1
36	1
104	1
106	1
105	1
3	1
6	2
7	1
8	2
10	1
21	1
24	3
25	2
26	1
32	1
36	3
37	2
38	1
42	1
43	1
46	1
48	2
49	1
50	1
56	1
58	1
60	4
61	1
62	1
63	1
69	1
70	1
71	1
74	2
80	3
81	1
87	1
88	1
92	1
93	1
95	1
97	3
102	2
105	1
108	1
109	2
113	1
114	1
115	1
118	1
120	1
124	2
127	1
128	1
129	1
39	1
4	2
5	1
6	1
9	1
10	2
13	2
14	1
18	1
20	1
21	1
25	4
26	1
27	2
33	1
35	1
37	1
39	2
40	1
44	1
52	1
56	1
60	10
62	1
65	3
68	2
72	1
74	1
75	1
76	1
79	1
84	1
92	1
97	1
98	4
104	2
107	1
110	1
113	2
114	2
116	2
119	4
120	5
124	2
126	1
129	3
50	2
121	1
122	1
49	1
124	1
115	1
7	1
75	1
77	2
108	1
53	1
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
16	2
17	2
18	2
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	2
40	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
92	2
93	2
94	2
95	2
96	2
97	3
98	2
99	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
124	2
126	2
127	2
128	2
129	2
130	2
61	1
64	2
75	1
77	1
78	1
90	1
4	1
6	2
17	1
20	1
23	1
27	1
28	1
38	1
50	1
52	1
58	1
70	1
72	1
74	1
86	1
89	1
111	1
113	1
119	2
65	4
4	2
8	1
18	1
33	1
44	1
46	1
47	1
53	1
63	1
66	1
95	1
103	1
113	1
119	1
120	1
124	1
94	1
18	1
19	1
28	1
33	1
69	7
74	7
75	3
42	1
129	1
61	1
50	1
4	1
6	1
17	1
20	1
23	1
24	3
26	1
28	1
30	1
43	1
48	1
49	2
58	1
61	1
67	1
74	1
79	1
80	1
90	1
97	1
102	2
112	1
118	1
119	1
121	2
122	6
7	6
8	4
74	1
97	2
11	2
68	2
7	1
70	1
97	1
73	1
70	1
64	3
2	4
3	2
4	3
5	2
6	2
7	2
8	4
9	4
10	3
11	2
12	3
13	3
14	3
16	2
17	4
18	3
19	4
20	6
21	4
22	2
23	4
24	4
25	4
26	2
27	2
28	2
30	3
31	5
32	2
33	2
34	2
35	2
36	3
37	2
38	4
39	3
40	3
42	2
43	2
44	4
45	2
46	3
47	2
48	3
49	4
50	3
52	5
53	2
54	3
55	2
56	2
57	2
58	3
60	6
61	2
62	2
63	2
64	4
65	2
66	2
67	3
68	2
69	3
70	2
71	2
72	2
73	2
74	4
75	2
76	3
77	2
78	3
79	3
80	7
81	2
82	2
83	2
84	3
85	2
86	2
87	2
88	2
89	3
90	3
92	2
93	2
94	2
95	3
96	2
97	4
98	2
99	2
101	2
102	2
103	2
104	4
105	2
106	2
107	5
108	2
109	3
110	2
111	6
112	3
113	4
114	3
115	2
116	2
117	2
118	2
119	3
120	3
121	3
122	2
124	5
126	2
127	5
128	2
129	2
130	4
39	1
114	1
20	1
21	1
46	1
53	1
60	1
64	1
79	1
98	2
73	1
20	1
36	1
33	1
85	1
77	1
42	1
27	1
28	1
66	1
92	1
53	1
54	1
60	1
113	1
117	1
120	1
127	1
21	1
8	1
19	1
20	1
25	1
40	1
70	1
95	1
121	2
14	1
49	1
111	1
72	5
73	7
74	1
49	2
57	1
64	2
85	1
95	1
111	1
121	1
39	1
43	2
60	1
70	1
82	1
122	1
21	1
2	2
69	1
122	1
2	2
122	1
94	1
50	1
60	1
80	1
95	4
98	3
128	1
6	5
27	1
77	1
127	1
2	1
8	1
13	2
16	1
20	1
49	1
62	1
68	1
73	1
78	1
102	1
114	1
119	1
124	1
47	1
60	1
104	1
121	1
2	1
6	1
10	1
11	1
16	1
40	1
48	1
75	2
127	1
6	1
21	3
36	1
47	1
50	1
55	1
57	1
58	1
60	1
63	1
68	2
72	1
76	1
79	1
80	3
84	1
109	1
116	1
117	1
128	1
48	1
60	3
65	1
66	1
75	1
114	2
116	2
97	1
4	1
48	1
63	1
69	1
89	2
96	1
98	1
114	1
121	1
92	1
98	1
2	1
12	1
17	2
19	1
23	1
30	1
31	1
34	1
36	1
37	1
44	1
60	2
61	1
63	1
64	1
69	1
72	1
76	1
77	3
78	2
79	1
81	1
85	2
92	2
95	1
96	1
97	2
103	2
111	1
113	1
114	1
116	1
119	1
120	1
127	1
17	1
24	1
122	1
73	1
20	1
50	1
58	2
104	1
117	2
127	1
75	1
50	1
10	1
13	1
18	1
30	1
34	1
47	1
52	1
53	1
56	1
60	1
61	1
80	1
104	1
107	1
113	1
117	1
120	1
124	1
50	1
38	1
82	1
79	1
93	1
129	1
7	1
88	1
102	1
114	1
38	1
126	1
97	1
4	1
85	1
127	1
104	1
60	2
78	1
65	1
84	1
120	1
37	2
74	1
96	1
114	1
27	1
50	1
112	1
4	1
16	3
19	1
28	1
31	1
49	1
50	1
60	3
116	2
127	1
26	1
53	1
57	1
120	2
4	2
5	1
12	1
35	1
50	1
60	1
71	1
72	1
74	1
107	1
124	2
2	1
80	1
80	1
121	1
38	1
73	1
80	1
84	1
92	1
93	1
111	1
107	2
120	2
18	1
30	1
44	5
46	1
72	1
129	1
32	1
81	1
63	1
55	1
60	1
113	1
2	1
17	1
18	2
28	1
30	1
32	1
35	1
47	1
50	1
52	1
58	1
60	2
61	1
65	1
70	1
75	2
78	1
80	2
81	3
83	1
85	1
88	1
94	1
96	2
98	1
111	1
116	1
124	2
128	1
17	1
6	1
8	1
10	1
17	2
18	1
20	1
24	1
26	1
27	1
28	1
30	2
35	1
38	2
42	1
45	1
46	1
52	3
63	1
71	1
74	1
76	1
80	1
81	1
83	1
85	1
93	1
98	1
99	1
115	2
116	1
119	1
120	1
122	1
124	2
35	1
36	1
42	1
47	1
78	1
4	1
77	1
78	1
65	1
103	1
129	1
3	1
11	1
30	1
39	3
60	1
106	1
119	1
30	1
50	1
80	3
88	1
6	1
7	1
10	1
13	1
14	2
19	1
24	1
25	1
26	1
