DocI	tf
6	1
20	1
21	1
26	1
27	1
36	1
40	1
42	1
43	1
44	1
47	1
48	1
49	1
50	1
57	1
58	1
70	1
73	1
74	1
80	1
81	1
83	1
84	1
87	1
88	1
89	1
90	1
115	1
119	1
127	1
56	1
80	1
119	1
120	1
10	1
11	2
13	1
14	1
16	1
18	1
25	1
26	1
27	1
28	1
38	3
44	1
45	1
47	1
49	1
50	7
53	1
60	4
62	1
64	1
66	1
70	2
71	2
74	3
79	1
80	1
81	1
85	1
97	1
98	2
103	2
110	1
112	2
118	1
119	2
90	1
34	1
5	2
8	1
13	1
16	1
21	1
23	1
25	1
26	3
30	1
35	1
36	1
37	1
38	1
43	1
44	1
49	1
58	1
60	4
67	2
68	1
72	2
73	1
74	1
77	1
78	1
79	1
80	1
87	1
93	2
97	1
103	1
107	1
110	2
111	1
113	1
118	1
120	1
120	1
124	1
11	7
97	1
113	1
4	1
5	3
6	2
12	3
18	1
19	1
21	2
24	3
26	3
27	1
31	3
32	1
38	2
40	4
44	2
45	2
47	1
49	4
50	2
52	1
53	1
55	1
56	1
57	2
60	10
61	2
62	1
63	1
68	3
69	1
79	2
80	3
81	1
87	1
89	1
95	1
96	1
99	1
102	1
104	5
106	3
107	2
108	1
110	1
111	1
114	3
115	2
118	2
119	2
120	7
121	1
122	1
124	2
127	1
128	1
129	1
130	1
20	1
27	1
111	1
18	1
78	1
2	1
4	1
5	1
6	1
11	1
14	1
16	3
25	1
30	2
32	1
35	1
36	1
37	1
42	1
50	1
53	1
58	1
60	4
65	1
70	1
71	1
74	1
78	1
81	1
82	1
84	1
85	1
86	1
88	1
93	1
95	1
96	1
98	1
99	3
101	1
105	2
107	1
108	2
113	2
116	2
119	1
122	1
124	2
126	1
93	1
65	1
70	2
80	1
7	1
11	1
18	1
21	3
27	1
40	1
44	2
50	1
57	2
65	1
66	1
72	1
73	1
74	1
75	2
80	1
81	2
83	1
98	1
113	1
118	1
119	2
121	1
127	1
23	1
85	1
110	1
122	1
43	1
84	1
17	1
16	1
21	2
34	1
37	1
47	1
50	1
64	1
66	1
73	1
81	2
89	1
112	1
124	1
129	1
104	1
16	2
50	1
60	1
80	2
4	2
5	1
10	2
11	2
18	1
20	1
21	1
27	1
34	1
36	2
44	1
46	2
49	1
50	3
52	1
56	1
60	1
61	3
62	1
63	1
65	1
67	5
68	8
69	1
79	3
85	1
86	1
94	1
97	1
114	1
116	1
119	1
121	1
124	2
127	2
12	8
61	1
69	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	2
71	1
72	1
73	1
74	1
75	2
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	1
130	1
60	1
110	1
11	1
49	1
81	1
92	1
93	1
114	1
119	1
120	2
6	1
58	1
50	1
74	1
90	1
16	2
17	1
76	1
96	1
56	1
87	1
36	3
95	1
77	1
98	6
48	1
48	2
55	1
53	1
26	3
53	1
76	3
58	1
89	2
60	1
7	1
18	1
28	1
56	1
57	1
75	1
80	1
6	1
9	1
11	1
12	1
19	1
20	1
22	1
24	1
27	1
28	3
33	1
38	1
48	2
49	1
53	1
58	1
60	3
63	2
64	1
65	2
66	1
70	3
72	2
73	2
77	4
81	1
84	1
86	1
96	2
98	1
99	3
103	1
104	1
106	1
107	1
110	2
111	2
112	1
114	1
118	2
120	2
121	2
124	1
127	1
128	1
130	1
49	1
97	1
53	1
2	1
4	1
7	3
20	2
24	1
38	1
42	1
45	1
48	1
49	2
50	1
53	1
60	2
61	1
68	1
71	1
75	1
78	1
79	2
81	1
83	1
86	1
96	1
102	1
104	2
107	2
110	1
111	1
113	4
114	3
115	1
121	3
122	1
124	1
128	1
129	1
130	1
3	1
9	1
10	1
20	1
21	3
27	2
28	1
30	1
31	1
33	1
38	1
40	1
42	4
43	1
44	2
46	1
48	1
49	2
54	1
55	1
56	1
57	3
60	1
63	1
65	1
70	1
73	1
78	2
79	1
80	1
90	1
94	2
95	1
104	1
108	1
111	2
112	4
113	1
119	1
120	1
21	1
52	8
61	1
62	1
121	1
6	1
13	1
36	1
50	1
130	1
3	5
18	1
55	4
97	1
103	1
124	1
130	1
124	1
80	1
16	1
129	1
105	1
7	1
17	1
18	1
24	1
27	1
38	2
44	1
50	1
54	1
55	1
61	3
64	5
74	1
78	1
85	1
92	1
105	1
107	1
117	1
127	1
129	1
76	2
61	1
63	1
64	1
120	2
23	1
38	1
64	1
107	1
12	1
19	1
36	1
110	2
127	1
128	3
47	1
56	1
87	1
107	1
121	1
126	1
28	3
33	2
34	2
52	1
68	1
103	1
27	1
88	1
124	1
87	1
128	1
66	1
53	2
66	1
44	5
117	1
18	1
81	1
114	1
10	1
58	3
5	2
10	1
30	1
35	1
36	2
58	3
60	1
66	2
74	4
75	2
86	1
87	1
92	1
95	2
119	2
121	1
124	1
127	1
20	1
84	1
16	1
77	2
48	1
28	1
3	1
17	1
18	1
26	1
31	1
34	1
43	1
84	3
120	1
17	1
19	1
22	3
38	1
45	9
58	3
65	1
78	1
103	2
62	1
30	1
99	1
113	1
2	1
88	1
23	1
24	2
31	1
93	1
74	1
128	1
107	1
85	1
38	1
42	1
63	1
81	1
26	1
36	1
120	1
49	1
27	1
47	1
60	1
65	1
58	1
23	5
24	6
62	1
114	1
83	1
38	2
26	1
81	1
116	1
130	1
70	2
18	3
19	4
36	1
37	1
42	1
47	1
63	1
68	1
72	1
78	1
82	1
107	1
63	1
53	1
63	1
81	1
21	1
50	1
54	1
32	1
74	1
117	1
65	2
27	1
94	1
97	1
99	1
103	1
107	1
113	2
121	1
114	1
44	1
73	1
105	1
17	1
38	1
127	1
3	2
19	1
26	1
33	1
96	1
119	1
127	1
128	1
22	5
45	4
8	1
16	1
47	1
68	1
75	1
81	2
82	1
106	1
112	1
114	1
48	1
30	1
52	1
5	2
22	1
70	1
60	1
114	1
54	1
65	1
104	1
80	1
63	1
78	1
101	1
113	1
118	6
119	17
120	24
124	23
4	2
127	1
64	1
31	1
34	1
4	2
16	1
26	6
53	1
60	1
64	1
66	1
67	2
69	1
89	3
95	1
98	1
101	1
106	1
107	1
108	1
117	2
120	1
130	1
71	1
17	1
27	1
50	1
77	1
78	1
88	1
42	1
81	1
64	1
56	1
21	1
34	1
37	1
49	1
109	2
124	1
2	1
8	1
34	1
38	3
40	1
60	1
93	1
109	2
55	1
13	1
13	1
38	2
80	1
20	1
25	1
60	1
82	1
99	1
127	1
39	1
49	1
114	1
129	1
11	2
39	1
113	1
50	1
6	1
10	1
14	1
18	1
20	1
27	1
30	1
33	1
44	1
45	1
46	1
50	2
56	1
61	1
65	2
75	2
80	1
81	2
84	1
87	2
88	1
95	1
98	1
102	1
111	2
116	1
126	1
130	1
8	1
60	1
69	1
108	1
23	1
87	1
114	1
118	1
84	1
79	1
18	1
120	1
6	1
17	1
56	1
73	1
97	3
27	1
24	1
60	1
96	1
121	1
25	1
27	2
40	1
44	1
48	2
49	1
50	2
61	1
68	1
97	2
103	2
110	7
113	2
115	1
117	1
127	1
65	1
99	1
50	1
65	1
89	1
122	1
18	2
101	2
107	1
113	1
126	1
62	1
30	1
48	1
64	1
48	1
77	1
79	1
61	1
36	3
49	1
130	1
94	1
21	2
60	6
62	1
84	1
99	1
124	1
126	1
124	1
30	4
117	1
18	1
60	1
37	1
50	1
69	1
99	2
122	1
63	3
64	1
70	1
95	1
97	2
111	1
110	2
17	1
130	2
26	1
28	1
33	1
35	1
56	1
116	1
127	1
19	1
65	1
70	1
127	2
124	2
55	1
62	1
63	1
97	1
124	1
5	1
18	1
19	1
26	1
34	2
37	1
44	1
49	3
61	1
64	1
70	2
72	1
73	1
78	1
81	1
95	1
108	1
112	1
113	2
116	1
120	1
128	1
63	1
58	2
65	1
81	1
83	1
87	1
13	1
30	2
46	2
58	2
65	1
87	2
95	1
96	2
119	1
120	1
30	1
42	1
124	1
69	1
98	1
28	2
120	1
124	1
79	2
80	1
99	1
2	1
3	1
4	1
5	1
6	2
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	2
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	1
130	1
48	1
21	1
61	1
40	1
86	2
114	2
40	1
16	1
28	1
118	1
120	2
73	1
18	2
19	2
24	2
32	3
33	6
44	1
45	1
48	1
56	3
70	1
90	5
97	2
99	2
112	2
114	1
122	1
78	1
27	1
30	1
83	1
86	1
98	1
20	1
3	4
23	1
24	1
71	1
75	1
38	1
114	1
69	1
99	1
30	1
63	2
68	1
107	1
108	1
119	1
70	1
70	1
53	1
111	1
113	1
116	1
117	1
108	2
107	1
78	1
87	1
10	1
17	1
19	1
55	1
79	1
117	1
99	1
87	1
103	1
114	1
3	1
44	1
52	1
70	1
84	1
124	1
129	1
4	1
34	1
48	1
49	1
28	1
107	1
2	1
58	1
88	1
97	1
30	1
73	2
108	1
50	1
112	1
2	1
73	1
74	1
79	1
93	1
97	1
50	1
72	1
83	1
6	1
26	10
20	1
8	2
9	1
27	1
68	2
69	2
113	1
114	1
18	1
99	2
10	1
21	1
14	3
21	1
24	1
28	1
36	1
39	1
72	1
83	2
87	1
99	1
116	1
119	1
20	1
6	1
13	1
26	1
27	1
33	1
34	1
35	1
39	1
52	1
58	1
62	2
69	1
73	1
74	1
79	1
124	1
127	1
33	1
80	1
18	1
23	1
127	1
128	1
5	1
31	1
60	1
49	1
75	1
55	1
4	3
10	1
33	1
56	3
60	1
70	1
93	1
129	1
76	1
28	1
33	1
34	1
97	1
4	1
56	1
7	1
55	1
78	1
86	1
108	1
118	1
113	1
111	1
129	1
130	1
38	1
112	1
16	1
36	1
39	1
67	1
10	1
6	1
20	1
21	1
26	1
27	1
40	1
42	1
43	1
44	1
47	1
48	1
49	1
50	1
57	1
58	1
70	1
73	1
74	1
80	1
81	1
83	1
84	1
87	1
88	1
89	1
90	1
115	1
119	1
116	1
2	1
5	1
11	1
12	1
13	1
14	1
17	1
19	1
24	1
25	1
32	1
45	1
46	1
53	1
60	1
64	1
66	1
68	1
69	1
71	1
72	1
77	1
79	1
92	1
96	1
98	1
102	1
103	1
104	1
105	1
107	1
110	1
114	1
120	1
121	1
122	1
128	1
75	1
94	1
31	1
61	1
62	1
18	1
124	1
117	1
113	1
8	1
2	2
60	1
82	1
3	1
9	1
22	1
23	1
30	1
37	1
52	1
63	1
85	1
95	1
99	1
101	1
106	1
109	1
54	1
93	1
127	1
65	1
82	1
35	1
126	1
17	1
49	1
85	1
2	1
12	2
46	1
53	1
88	1
99	1
104	1
113	1
14	1
58	1
18	3
19	1
34	1
76	1
6	1
12	11
69	1
80	1
93	1
114	1
4	2
110	1
113	1
127	1
128	1
49	1
2	1
10	1
12	1
25	1
34	2
40	1
55	1
60	2
62	1
64	1
65	1
67	1
68	3
70	1
78	1
79	1
81	1
94	1
95	1
99	1
104	1
107	1
110	1
120	3
122	1
55	1
13	1
65	1
122	1
72	1
37	6
49	1
77	1
80	1
8	2
18	1
20	1
27	1
28	1
48	1
58	1
68	1
74	1
79	2
80	2
87	1
104	1
113	1
61	1
62	1
7	1
12	1
84	1
105	1
111	1
127	2
129	1
4	1
18	2
19	1
28	1
35	1
36	1
37	1
38	2
40	1
52	2
60	4
70	1
90	1
92	1
112	1
19	1
89	1
110	1
85	1
76	1
77	1
78	1
80	4
58	1
2	1
4	2
5	2
6	2
8	2
12	3
13	2
16	2
17	2
20	3
21	1
24	1
25	1
26	2
30	1
35	3
36	2
37	1
38	1
39	1
40	1
42	2
46	2
49	1
52	1
55	2
56	1
60	3
61	3
62	1
63	2
64	3
68	5
71	4
74	4
78	3
79	1
80	2
81	1
82	1
83	1
84	1
85	2
86	1
88	1
89	2
90	1
95	3
96	2
102	2
105	1
106	1
109	1
112	1
114	2
115	2
116	1
117	4
119	2
121	1
129	1
130	2
36	1
70	1
21	1
79	1
86	1
5	1
53	1
113	1
84	1
11	1
19	1
48	1
49	1
61	1
78	1
80	1
81	1
92	1
103	1
4	1
6	1
7	1
18	2
20	1
26	1
27	1
31	1
36	1
38	3
62	1
69	1
71	1
74	1
86	2
90	1
95	1
97	1
108	1
111	1
119	2
124	1
129	2
130	1
45	1
60	1
82	1
116	1
6	1
63	1
80	1
81	1
119	1
118	1
117	1
25	1
49	2
63	3
64	7
70	4
32	1
48	1
49	1
2	1
5	1
11	1
12	1
13	1
14	1
17	1
19	1
24	1
25	1
28	1
31	1
36	1
45	1
46	1
53	1
64	1
66	1
68	1
69	1
71	1
72	1
77	1
79	1
92	1
96	1
98	1
102	1
103	1
104	1
105	1
107	1
110	1
120	1
121	1
122	1
128	1
46	1
52	1
63	1
4	2
18	1
53	1
56	1
60	1
63	1
64	1
80	2
85	1
101	1
109	1
120	1
2	3
14	1
24	1
26	1
52	3
61	1
74	1
76	1
99	2
102	1
103	1
107	1
120	1
124	1
129	1
126	2
74	1
111	1
2	1
5	1
11	1
14	3
18	3
21	1
24	1
44	1
49	1
50	3
53	1
61	1
62	2
79	1
85	2
86	1
97	1
103	1
106	1
113	3
129	1
53	1
77	1
104	1
67	1
18	1
22	2
53	1
90	1
111	1
110	1
56	2
46	1
120	1
33	1
28	1
33	1
34	1
18	2
34	1
40	1
50	1
52	2
55	2
70	2
75	1
81	2
109	1
111	1
113	2
97	1
18	1
87	1
49	1
7	1
10	1
13	1
34	1
66	1
67	1
105	1
114	1
122	1
84	1
33	1
18	3
26	1
42	1
43	1
44	1
47	1
48	1
49	3
50	1
52	2
57	1
58	3
62	2
67	1
69	1
73	1
81	1
83	1
84	1
87	1
88	1
89	1
90	1
103	1
108	1
122	1
127	1
129	1
16	1
75	1
92	2
97	3
129	1
124	1
92	1
47	1
39	1
60	1
94	1
70	1
75	2
60	1
49	1
96	1
14	1
44	2
94	1
36	1
16	2
18	1
31	1
40	1
52	1
57	1
65	1
66	1
75	1
79	1
88	1
90	1
104	1
113	1
63	1
7	1
3	1
9	1
22	1
23	1
52	1
85	1
99	1
101	1
106	1
109	1
92	6
6	1
10	1
30	2
56	1
58	1
114	1
80	1
118	1
119	1
13	1
21	1
36	1
48	1
73	1
75	1
80	1
86	1
97	1
103	1
71	1
81	1
85	1
31	1
47	1
71	1
79	1
80	2
107	1
120	1
18	1
68	1
4	1
6	1
10	1
18	2
20	2
27	2
38	2
47	4
48	1
49	3
52	1
58	3
60	3
70	1
73	1
80	1
84	2
87	1
93	1
95	1
112	1
118	1
119	1
129	1
11	1
19	1
83	1
105	1
28	2
37	1
97	1
80	12
71	2
85	1
23	1
24	1
27	1
44	2
60	1
44	1
54	1
55	1
61	1
85	1
95	1
5	2
4	2
21	1
25	1
26	2
40	1
50	1
52	1
60	1
80	1
85	1
98	1
106	1
107	1
120	2
124	1
129	1
39	1
103	1
35	1
122	4
62	1
60	1
98	1
2	4
3	2
5	1
6	1
10	4
11	4
12	1
13	1
14	1
16	3
18	6
19	2
20	3
21	2
22	1
24	1
26	9
27	1
28	3
31	1
33	2
34	3
36	1
38	7
39	2
42	2
46	2
47	1
48	2
49	1
50	3
52	1
53	2
55	1
56	2
57	2
60	4
61	5
62	2
63	2
69	2
70	3
74	3
78	2
81	2
85	4
87	1
90	1
93	1
94	2
96	3
97	1
102	1
103	1
104	2
105	2
106	1
108	1
109	1
112	1
119	1
120	2
121	7
122	2
124	2
126	1
128	1
129	3
130	1
10	1
30	1
62	1
63	1
130	1
60	2
26	1
30	1
61	1
63	1
70	1
26	1
66	1
65	1
70	1
13	1
61	1
62	1
70	1
88	1
114	2
40	1
33	1
4	2
17	1
23	1
31	1
36	1
74	1
75	1
95	1
112	1
115	1
18	1
20	2
26	1
36	1
52	1
82	1
101	1
102	2
105	2
120	2
124	1
63	1
126	1
96	1
61	1
124	1
128	1
129	1
52	1
102	1
108	1
110	1
119	1
120	1
32	1
49	1
63	1
72	1
73	1
9	2
111	1
69	3
74	1
75	4
74	1
75	1
28	1
34	1
116	1
52	1
60	1
2	1
55	1
63	1
64	1
70	3
99	1
122	1
130	2
5	1
31	1
68	1
38	1
52	1
95	3
98	1
28	1
81	2
16	2
65	1
89	1
97	1
116	1
16	3
99	1
14	1
57	1
69	1
6	1
16	2
46	2
48	1
49	1
50	1
75	1
80	2
86	1
97	7
99	1
112	1
114	1
116	1
127	1
78	1
79	2
79	3
44	1
81	1
117	1
44	1
81	7
82	1
116	1
81	1
81	1
86	1
120	2
19	1
54	1
111	1
38	1
18	1
80	1
2	1
18	1
38	1
54	1
75	2
17	1
75	1
79	1
95	2
99	5
117	1
121	1
122	3
95	2
99	2
13	1
30	1
80	4
34	1
33	1
98	4
110	1
14	1
65	1
50	8
81	2
61	1
70	1
74	1
75	1
81	1
28	1
73	1
128	1
9	1
10	1
85	2
19	1
34	1
38	1
30	1
35	1
56	1
58	1
60	1
103	1
114	1
16	1
26	1
46	1
60	1
70	1
126	1
48	1
49	1
63	1
110	3
4	1
18	2
42	1
44	1
47	1
49	1
54	1
70	3
81	1
53	1
5	1
50	1
116	1
16	1
31	1
48	1
60	1
61	1
68	3
78	1
80	1
83	1
97	1
99	3
114	1
116	1
122	1
60	4
104	1
81	1
36	1
57	1
85	1
92	1
2	1
10	2
12	1
13	1
32	1
60	2
103	1
113	1
49	1
76	1
58	2
60	1
4	3
56	3
115	3
116	1
56	1
4	1
81	2
92	1
12	1
18	1
25	1
70	2
83	1
92	2
94	1
111	1
30	2
36	2
49	1
56	1
70	1
95	1
97	2
109	1
116	1
122	1
66	1
111	1
89	2
114	1
7	1
64	1
71	1
79	3
88	1
111	1
113	1
14	1
55	2
57	1
60	1
63	1
66	1
71	1
93	1
99	1
109	1
113	3
114	1
120	1
30	1
33	1
81	1
101	1
105	1
12	1
49	1
63	1
81	2
88	1
98	1
105	1
121	1
129	1
4	1
9	1
13	1
55	1
60	1
69	1
101	1
107	1
52	1
5	1
23	1
78	1
16	1
21	1
27	1
3	1
17	1
99	1
114	1
28	1
49	1
58	2
66	1
102	1
126	1
71	4
80	1
116	1
9	1
14	1
34	1
53	1
79	1
81	1
90	1
94	1
95	1
112	1
120	1
124	1
129	1
121	1
124	1
38	1
40	1
60	1
26	2
83	1
105	1
107	1
11	1
24	1
6	1
99	1
126	1
25	2
96	1
4	1
35	1
52	1
55	1
81	1
98	1
97	1
64	1
79	1
96	1
116	1
27	4
28	2
95	1
98	1
102	1
111	1
98	1
18	1
60	1
21	1
61	1
96	5
127	1
46	1
18	6
19	5
20	1
19	1
84	1
109	1
96	1
4	1
30	1
126	1
3	1
43	1
104	1
120	1
116	1
58	1
5	1
36	1
120	1
30	1
47	1
66	1
80	1
90	1
44	1
129	1
38	1
119	2
89	1
77	1
99	1
3	1
30	1
4	2
16	2
27	1
49	1
64	1
70	1
73	1
89	1
126	1
16	1
49	1
56	1
95	1
47	1
99	1
122	3
70	1
58	1
71	1
85	1
95	1
13	1
30	1
73	1
82	1
84	2
95	1
103	1
106	1
107	1
108	2
113	1
127	1
3	1
6	1
8	1
9	1
10	1
14	1
16	1
18	2
19	1
20	1
21	1
23	1
24	1
28	1
33	2
38	5
39	2
43	1
44	1
48	1
50	1
53	2
58	1
60	2
63	2
64	2
67	1
68	1
69	2
70	5
71	1
75	1
77	1
80	1
81	2
87	6
92	1
95	1
96	1
98	1
106	1
107	1
110	1
112	2
116	1
119	1
121	3
129	1
10	1
83	1
14	4
18	2
19	6
20	4
22	1
23	1
24	7
30	5
31	1
36	2
37	1
40	1
45	2
49	3
58	1
61	1
65	1
69	3
72	6
74	2
75	1
87	1
89	1
96	1
98	2
99	1
102	1
103	1
105	3
121	1
128	2
129	1
130	2
52	1
28	1
101	1
103	1
13	1
21	1
42	1
25	1
38	3
58	1
71	4
75	1
77	1
86	1
89	1
103	2
106	2
107	2
108	1
113	3
115	1
117	2
119	1
120	1
129	1
130	1
19	1
37	1
42	1
71	4
5	1
11	1
36	1
38	1
49	1
58	1
60	1
61	1
62	1
76	1
93	1
96	1
107	1
119	1
120	1
128	1
30	1
60	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	1
130	1
20	1
38	4
98	1
108	1
111	1
8	1
13	3
30	1
56	1
66	1
12	1
60	1
71	1
78	1
102	1
78	1
89	1
85	1
12	1
44	1
75	1
80	4
84	1
87	2
103	2
114	1
11	1
14	1
28	1
39	2
60	1
75	1
87	1
105	1
114	1
124	1
4	1
16	4
5	1
13	1
48	1
63	1
69	1
130	1
14	1
21	1
39	1
49	1
58	1
60	1
73	1
78	1
74	1
106	1
8	1
63	1
67	1
38	1
39	1
47	1
81	1
85	1
104	1
106	1
118	1
119	1
77	1
87	1
94	1
20	1
61	1
85	1
113	2
117	1
130	1
57	1
67	1
98	1
104	1
62	1
6	2
36	1
37	1
38	1
55	1
62	1
63	2
84	1
108	1
110	1
113	1
120	1
121	1
124	2
130	1
115	1
5	2
31	1
63	1
70	1
78	1
89	1
120	1
4	1
18	1
21	1
103	2
121	1
90	1
47	1
60	1
70	3
75	1
60	1
82	1
106	1
116	1
93	1
19	2
107	1
113	1
63	1
47	1
80	1
89	1
127	1
16	1
17	1
23	1
28	1
40	1
44	1
49	1
50	2
71	2
74	1
82	1
98	1
106	1
114	1
30	1
110	1
111	1
119	1
124	1
37	1
110	1
87	1
60	1
74	1
81	1
27	1
47	1
49	1
50	1
57	1
78	1
81	2
63	1
18	1
30	1
87	1
114	1
129	1
111	1
5	1
53	1
44	2
85	1
118	1
119	1
129	1
16	1
27	1
70	1
80	1
57	1
75	1
89	1
119	1
3	1
16	1
60	1
68	1
74	2
87	1
10	1
21	1
22	1
42	1
45	2
49	1
60	1
69	2
97	1
63	3
64	2
70	1
119	1
120	3
124	1
127	2
128	2
73	1
30	1
111	1
30	1
50	1
60	1
68	1
70	1
62	1
16	1
22	1
89	1
52	1
16	1
20	1
33	1
47	1
60	3
79	1
110	1
114	1
120	1
124	1
4	1
5	1
28	1
79	1
18	1
26	3
36	1
56	1
61	1
63	2
85	1
127	1
129	1
80	1
26	1
44	1
48	1
57	1
80	3
97	1
34	1
110	1
11	1
73	1
12	1
84	1
14	1
107	1
105	1
8	1
36	1
38	1
42	1
48	3
61	1
63	1
65	1
112	1
113	1
68	1
18	1
60	2
114	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	2
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	2
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	2
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	1
130	1
61	2
6	1
8	1
17	2
44	1
46	1
47	1
60	3
76	1
80	1
113	1
117	1
119	2
120	1
124	1
84	1
107	2
73	1
53	1
113	1
60	3
65	1
69	1
130	1
2	1
17	1
39	1
2	1
3	1
4	1
5	1
6	2
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	4
30	1
31	2
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	2
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	2
93	1
94	1
95	1
96	1
97	1
98	2
99	1
101	1
102	1
103	1
104	2
105	1
106	3
107	1
108	1
109	1
110	1
111	1
112	1
113	2
114	2
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	1
130	1
28	1
34	2
103	3
18	1
38	1
46	1
60	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	2
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
52	1
53	1
54	1
55	2
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	2
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	4
127	1
128	1
129	1
130	1
92	1
78	1
31	2
80	1
18	1
52	2
55	1
62	1
78	1
80	1
108	1
112	1
129	1
33	1
122	1
72	1
73	3
97	1
60	1
